COMPANY_NAME,SHIP_ID,SHIP_NAME,ASSET_FAMILY,ASSET_CODE,RECORD_TYPE,IS_COMBINED_ASSET,RECORD_TIMESTAMP_TIMEZONE,TIMEZONE_RESOLUTION,INGESTED_UTC,SENDER_EMAIL,SENDER_DOMAIN,MESSAGE_ID,INTERNET_MESSAGE_ID,SOURCE_ZIP_NAME,SOURCE_DATA_FOLDER,SOURCE_FILE_NAME,RECORD_TIMESTAMP_LOCAL,RECORD_TIMESTAMP_UTC,RECORD_DATE_LOCAL,RECORD_DATE_UTC,TIMESTAMP_RAW,SWP_PT,SW_TT,ME_LO_OUT,ME_AIR_CLR,JC_FW_TT,AUX_CFW,RPM,RUN_HRS_C,RUN_HRS,KWH,KW_AVG,KWH_SAVE,VFD_ON,DOL_ON,AUTO_MODE,FUEL_SAVE,TREE_SAVE,CO2_SAVE,USD_SAVE,PARSE_STATUS,VALIDATION_STATUS,VALIDATION_FLAGS,ROW_HASH
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-11 11:56:13+00:00,2026-04-11 11:56:13+00:00,11-04-2026,11-04-2026,11-04-2026 11:56,9.7,1.9,28.4,17,-50,17,0,8913,0,314322,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,ab26a8505cbbc38b3c04d5ec5ff1ef8788f5f7ac44a3e032f3627fecccce84b2
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-12 11:56:08+00:00,2026-04-12 11:56:08+00:00,12-04-2026,12-04-2026,12-04-2026 11:56,9.6,1.3,24.8,15.6,-50,16,0,8913,0,314322,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,44d385987915d693e8b3faea88c3b75e317ec14ba21c0364af4810ca9ede4dda
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-13 11:56:04+00:00,2026-04-13 11:56:04+00:00,13-04-2026,13-04-2026,13-04-2026 11:56,12,1.3,32,18,-50,16,0,8913,0,314322,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,6a6dab23f96b478b17a3c297a2763a9c3a8949bd7d0d65761cc4fde8ef90f7dc
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-14 11:56:00+00:00,2026-04-14 11:56:00+00:00,14-04-2026,14-04-2026,14-04-2026 11:56,16.4,1.3,37.5,22.4,-50,18,0,8913,0,314322,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,76d974bbafebc8b7a623fbf3bc7e83390322ed01bfa099b4e63d2fd0846d24be
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-15 11:55:57+00:00,2026-04-15 11:55:57+00:00,15-04-2026,15-04-2026,15-04-2026 11:55,24.1,1.2,40,26.4,-50,19,0,8913,0,314322,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,c5462b0498616f98c94d9ffd433a8a4c8a102e2be347b523e08ae650149f80ee
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-16 11:55:54+00:00,2026-04-16 11:55:54+00:00,16-04-2026,16-04-2026,16-04-2026 11:55,26.3,1.3,38.8,28,-50,22,0,8913,0,314322,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,4088ce00a06aefd6fa89e85c1a54cb2488ee5aa4c525504630c0f32435295715
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-17 11:55:51+00:00,2026-04-17 11:55:51+00:00,17-04-2026,17-04-2026,17-04-2026 11:55,26.9,1.3,39.8,29.5,-50,22,0,8913,0,314323,0,-1,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,c21cae3ebd9b67126898bea000637d4fd9dda0fee10867c9a266535d463a3cd7
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-18 11:55:48+00:00,2026-04-18 11:55:48+00:00,18-04-2026,18-04-2026,18-04-2026 11:55,29,1.5,41.7,30.9,-50,25,0,8913,0,314323,0,0,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,363983304853197319fcbd40c9f63e559f755aeedeee4120d1b25030cd18a00d
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-19 11:55:46+00:00,2026-04-19 11:55:46+00:00,19-04-2026,19-04-2026,19-04-2026 11:55,29.1,1.3,42.7,31.5,-50,25,0,8913,0,314324,0,-1,0,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,cfc27eb61dde9e70428fb654fa432900c46e45feb70921c0ad47870de302b8c4
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-20 11:55:44+00:00,2026-04-20 11:55:44+00:00,20-04-2026,20-04-2026,20-04-2026 11:55,30,2.2,41.1,30.7,-50,31,1711,8917,4,314467,35.7,61,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,80eb4a09333835526f471d6f4784964b91386833388bdfe03b720304c4919d82
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-21 11:55:44+00:00,2026-04-21 11:55:44+00:00,21-04-2026,21-04-2026,21-04-2026 11:55,30.3,2.2,40.3,30.2,-50,31,1711,8941,24,315511,43.5,180,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,30aa8c22a886ee0f03b2074232fe3f39a7a40427c642ed2822541ed3516a0959
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-22 11:55:44+00:00,2026-04-22 11:55:44+00:00,22-04-2026,22-04-2026,22-04-2026 11:55,29.4,2.1,39.4,28.2,-50,29,1711,8965,24,316551,43.3,184,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,c79e57d9d17ee51e405fcad3ecb959b0d64156934b71c90ef1ca36d3bd50c64b
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-23 11:55:43+00:00,2026-04-23 11:55:43+00:00,23-04-2026,23-04-2026,23-04-2026 11:55,29.9,2.2,39.4,29.3,-50,30,1711,8989,24,317589,43.2,186,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,d6b0bc455e7e34f2e5e8032feff602fc528d8a0d4535e0a038feea11ea79cb0d
CHELLSHIP,10018,DARYA KRISHNA,SWP,SWP1,NOON,FALSE,GMT 00:00,AMBIGUOUS_DEFAULT_UTC,2026-05-14T11:09:09.128180+00:00,karnarora@outlook.com,outlook.com,AAMkADI5ZjViYzJkLTIyNjMtNGM3Yy04NWU4LWZjMGE3YjljNTEwYQBGAAAAAAAWRkl5wPCRT6x_OrY72NOoBwCsJlkjETTVS65lVxWwJyHiAAAAAAEMAACsJlkjETTVS65lVxWwJyHiAAAuR9aBAAA=,<CH3PR14MB7559AE28878B947E95765B4CA5072@CH3PR14MB7559.namprd14.prod.outlook.com>,DKI_VFD Log April_ 2026.zip,SWP1_NOON,SWP1_NOON_20260331_115658_0003.CSV,2026-04-24 11:55:43+00:00,2026-04-24 11:55:43+00:00,24-04-2026,24-04-2026,24-04-2026 11:55,29.4,2.2,38.2,28.9,-50,29,1710,9013,24,318625,43.2,188,1,0,0,0,0,0,0,SUCCESS,WARN,sensor_saturated:JC_FW_TT=-50.0,ca4ddb9c40d9f8f9a4615990faed520a8e3c2e2cf94f4743bb42294c51863a5c
